iAF1260_BIGG,Subsystem,name,reaction_string
NADH17pp,S_Oxidative_Phosphorylation,NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm),4.0 h_c + mqn8_c + nadh_c <-> mql8_c + nad_c + 3.0 h_p
NADH18pp,S_Oxidative_Phosphorylation,NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm),2dmmq8_c + 4.0 h_c + nadh_c <-> 2dmmql8_c + nad_c + 3.0 h_p
NADH5,S_Oxidative_Phosphorylation,NADH dehydrogenase (ubiquinone-8 ),h_c + nadh_c + q8_c <-> nad_c + q8h2_c
NADH9,S_Oxidative_Phosphorylation,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),2dmmq8_c + h_c + nadh_c <-> 2dmmql8_c + nad_c
NADK,S_Cofactor_and_Prosthetic_Group_Biosynthesis,NAD kinase,atp_c + nad_c <-> adp_c + h_c + nadp_c
NADTRHD,S_Oxidative_Phosphorylation,NAD transhydrogenase,nad_c + nadph_c <-> nadh_c + nadp_c
NAt3_2pp,S_Inorganic_Ion_Transport_and_Metabolism,Sodium proton antiporter (H:NA is 2) (periplasm),na1_c + 2.0 h_p <-> 2.0 h_c + na1_p
NDPK1,S_Nucleotide_Salvage_Pathway,Nucleoside-diphosphate kinase (ATP:GDP),atp_c + gdp_c <-> adp_c + gtp_c
NDPK2,S_Nucleotide_Salvage_Pathway,Nucleoside-diphosphate kinase (ATP:UDP),atp_c + udp_c <-> adp_c + utp_c
NDPK3,S_Nucleotide_Salvage_Pathway,Nucleoside-diphosphate kinase (ATP:CDP),atp_c + cdp_c <-> adp_c + ctp_c
NDPK5,S_Nucleotide_Salvage_Pathway,Nucleoside-diphosphate kinase (ATP:dGDP),atp_c + dgdp_c <-> adp_c + dgtp_c
NDPK6,S_Nucleotide_Salvage_Pathway,Nucleoside-diphosphate kinase (ATP:dUDP),atp_c + dudp_c <-> adp_c + dutp_c
NH4tpp,S_Inorganic_Ion_Transport_and_Metabolism,Ammonia reversible transport (periplasm),nh4_p <-> nh4_c
NI2t3pp,S_Inorganic_Ion_Transport_and_Metabolism,Nickle (Ni+2) transport out via proton antiport (periplasm),ni2_c + h_p <-> h_c + ni2_p
NI2tpp,S_Inorganic_Ion_Transport_and_Metabolism,Nickel (+2) transport in via permease (no H+),ni2_p <-> ni2_c
NI2uabcpp,S_Inorganic_Ion_Transport_and_Metabolism,"Nickel transport via ABC system (uptake, periplasm)",atp_c + h2o_c + ni2_p <-> adp_c + h_c + ni2_c + pi_c
NMNDA,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Nicotinamide-nucleotide amidase,h2o_c + nmn_c <-> nh4_c + nicrnt_c
NMNN,S_Cofactor_and_Prosthetic_Group_Biosynthesis,NMN nucleosidase,h2o_c + nmn_c <-> h_c + ncam_c + r5p_c
NMNPtpp,S_Transport__Inner_Membrane,NMN permease (periplasm),nmn_p <-> nmn_c
NNAM,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Nicotinamidase,h2o_c + ncam_c <-> nac_c + nh4_c
NNATr,S_Nucleotide_Salvage_Pathway,Nicotinate-nucleotide adenylyltransferase,atp_c + h_c + nicrnt_c <-> dnad_c + ppi_c
NO3R1bpp,S_Nitrogen_Metabolism,Nitrate reductase (Ubiquinol-8),q8h2_c + no3_p <-> q8_c + h2o_p + no2_p
NO3R2pp,S_Oxidative_Phosphorylation,Nitrate reductase (Menaquinol-8) (periplasm),2.0 h_c + mql8_c + no3_c <-> h2o_c + mqn8_c + no2_c + 2.0 h_p
NO3tex,S_Transport__Outer_Membrane_Porin,Nitrate transport via diffusion (extracellular to periplasm),no3_e <-> no3_p
NOtex,S_Transport__Outer_Membrane_Porin,Nitric oxide transport via diffusion (extracellular to periplasm),no_e <-> no_p
NOtpp,S_Inorganic_Ion_Transport_and_Metabolism,NO transport (diffusion),no_p <-> no_c
NTD10,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (XMP),h2o_c + xmp_c <-> pi_c + xtsn_c
NTD10pp,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (XMP),h2o_p + xmp_p <-> pi_p + xtsn_p
NTD11pp,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (IMP),h2o_p + imp_p <-> ins_p + pi_p
NTD2,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (UMP),h2o_c + ump_c <-> pi_c + uri_c
NTD4,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (CMP),cmp_c + h2o_c <-> cytd_c + pi_c
NTD4pp,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (CMP),cmp_p + h2o_p <-> cytd_p + pi_p
NTD5,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (dTMP),dtmp_c + h2o_c <-> pi_c + thymd_c
NTD6,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (dAMP),damp_c + h2o_c <-> dad_2_c + pi_c
NTD6pp,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (dAMP),damp_p + h2o_p <-> dad_2_p + pi_p
NTD7,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (AMP),amp_c + h2o_c <-> adn_c + pi_c
NTD7pp,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (AMP),amp_p + h2o_p <-> adn_p + pi_p
NTD8,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (dGMP),dgmp_c + h2o_c <-> dgsn_c + pi_c
NTD8pp,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (dGMP),dgmp_p + h2o_p <-> dgsn_p + pi_p
NTD9,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (GMP),gmp_c + h2o_c <-> gsn_c + pi_c
NTD9pp,S_Nucleotide_Salvage_Pathway,5'-nucleotidase (GMP),gmp_p + h2o_p <-> gsn_p + pi_p
NTP1,S_Nucleotide_Salvage_Pathway,Nucleoside-triphosphatase (ATP),atp_c + h2o_c <-> adp_c + h_c + pi_c
NTP10,S_Nucleotide_Salvage_Pathway,Nucleoside-triphosphatase (ITP),h2o_c + itp_c <-> h_c + idp_c + pi_c
NTP3pp,S_Nucleotide_Salvage_Pathway,Nucleoside-triphosphatase (GTP) (periplasm),gtp_p + h2o_p <-> gdp_p + h_p + pi_p
NTP5,S_Nucleotide_Salvage_Pathway,Nucleoside-triphosphatase (CTP),ctp_c + h2o_c <-> cdp_c + h_c + pi_c
NTPP1,S_Nucleotide_Salvage_Pathway,Nucleoside triphosphate pyrophosphorylase (dgtp),dgtp_c + h2o_c <-> dgmp_c + h_c + ppi_c
NTPP3,S_Nucleotide_Salvage_Pathway,Nucleoside triphosphate pyrophosphorylase (dctp),dctp_c + h2o_c <-> dcmp_c + h_c + ppi_c
NTPP6,S_Nucleotide_Salvage_Pathway,Nucleoside triphosphate pyrophosphorylase (atp),atp_c + h2o_c <-> amp_c + h_c + ppi_c
NTPP7,S_Nucleotide_Salvage_Pathway,Nucleoside triphosphate pyrophosphorylase (dttp),dttp_c + h2o_c <-> dtmp_c + h_c + ppi_c
NTPP8,S_Nucleotide_Salvage_Pathway,Nucleoside triphosphate pyrophosphorylase (utp),h2o_c + utp_c <-> h_c + ppi_c + ump_c
NTPTP1,S_Nucleotide_Salvage_Pathway,Nucleoside triphosphate tripolyhydrolase,dgtp_c + h2o_c <-> dgsn_c + pppi_c
NTPTP2,S_Nucleotide_Salvage_Pathway,Nucleoside triphosphate tripolyhydrolase,gtp_c + h2o_c <-> gsn_c + pppi_c
NTRIR2x,S_Oxidative_Phosphorylation,Nitrite Reductase (NADH),5.0 h_c + 3.0 nadh_c + no2_c <-> 2.0 h2o_c + 3.0 nad_c + nh4_c
NTRIR4pp,S_Nitrogen_Metabolism,"Nitrite Reductase (Menaquinole-8, periplasm)",3.0 mql8_c + 2.0 h_p + no2_p <-> 3.0 mqn8_c + 2.0 h2o_p + nh4_p
O16AP1pp,S_Lipopolysaccharide_Biosynthesis__Recycling,O16 antigen polymerase (periplasm),2.0 o16aund_p <-> h_p + o16a2und_p + udcpdp_p
O16GLCT1,S_Lipopolysaccharide_Biosynthesis__Recycling,Glucosyltransferase I (LPS O16 antigen biosynthesis),aragund_c + udpg_c <-> garagund_c + h_c + udp_c
OBTFL,S_Alternate_Carbon_Metabolism,2-Oxobutanoate formate lyase,2obut_c + coa_c <-> for_c + ppcoa_c
OCDCEAtexi,S_Transport__Outer_Membrane,Octadecenoate (n-C18:1) transport via facilitated irreversible diffusion (extracellular to periplasm),ocdcea_e <-> ocdcea_p
OCTDPS,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Octaprenyl pyrophosphate synthase,frdp_c + 5.0 ipdp_c <-> octdp_c + 5.0 ppi_c
OHPHM,S_Cofactor_and_Prosthetic_Group_Biosynthesis,2-octaprenyl-6-hydroxyphenol methylase,2ohph_c + amet_c <-> 2omph_c + ahcys_c + h_c
OMCDC,S_Valine__Leucine__and_Isoleucine_Metabolism,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,3c4mop_c + h_c <-> 4mop_c + co2_c
OMMBLHX,S_Cofactor_and_Prosthetic_Group_Biosynthesis,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",2ommbl_c + 0.5 o2_c <-> 2omhmbl_c
OMMBLHX3,S_Cofactor_and_Prosthetic_Group_Biosynthesis,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)",2ommbl_c + 2.0 atp_c + 3.0 h2o_c + nad_c <-> 2omhmbl_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c
OMPHHX,S_Cofactor_and_Prosthetic_Group_Biosynthesis,2-octaprenyl-6-methoxyphenol hydroxylase,2omph_c + 0.5 o2_c <-> 2ombzl_c
OMPHHX3,S_Cofactor_and_Prosthetic_Group_Biosynthesis,2-octaprenyl-6-methoxyphenol hydroxylase (anaerobic),2omph_c + 2.0 atp_c + 3.0 h2o_c + nad_c <-> 2ombzl_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c
OP4ENH,S_Alternate_Carbon_Metabolism,2-oxopent-4-enoate hydratase,h2o_c + op4en_c <-> 4h2opntn_c
OPHBDC,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Octaprenyl-hydroxybenzoate decarboxylase,3ophb_c + h_c <-> 2oph_c + co2_c
OPHHX,S_Cofactor_and_Prosthetic_Group_Biosynthesis,2-Octaprenylphenol hydroxylase,2oph_c + 0.5 o2_c <-> 2ohph_c
ORNDC,S_Arginine_and_Proline_Metabolism,Ornithine Decarboxylase,h_c + orn_c <-> co2_c + ptrc_c
ORNabcpp,S_Transport__Inner_Membrane,Ornithine transport via ABC system (periplasm),atp_c + h2o_c + orn_p <-> adp_c + h_c + orn_c + pi_c
ORNtex,S_Transport__Outer_Membrane_Porin,Ornithine transport via diffusion (extracellular to periplasm),orn_e <-> orn_p
OROTt2_2pp,S_Transport__Inner_Membrane,Orotate transport via proton symport (2 H) (periplasm),2.0 h_p + orot_p <-> 2.0 h_c + orot_c
OROTtex,S_Transport__Outer_Membrane_Porin,Orotate transport via diffusion (extracellular to periplasm),orot_e <-> orot_p
P5CD,S_Arginine_and_Proline_Metabolism,1-pyrroline-5-carboxylate dehydrogenase,1pyr5c_c + 2.0 h2o_c + nad_c <-> glu__L_c + h_c + nadh_c
P5CR,S_Arginine_and_Proline_Metabolism,Pyrroline-5-carboxylate reductase,1pyr5c_c + 2.0 h_c + nadph_c <-> nadp_c + pro__L_c
PA141abcpp,S_Transport__Inner_Membrane,"Phosphatidate transport via ABC system (n-C14:1, periplasm)",atp_c + h2o_c + pa141_c <-> adp_c + h_c + pi_c + pa141_p
PA161abcpp,S_Transport__Inner_Membrane,"Phosphatidate transport via ABC system (n-C16:1, periplasm)",atp_c + h2o_c + pa161_c <-> adp_c + h_c + pi_c + pa161_p
PACALDt2rpp,S_Transport__Inner_Membrane,Phenylacetaldehyde reversible transport via proton symport (periplasm),h_p + pacald_p <-> h_c + pacald_c
PACALDtex,S_Transport__Outer_Membrane_Porin,Phenethylacetaldehyde transport via diffusion (extracellular to periplasm),pacald_e <-> pacald_p
PANTS,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Pantothenate synthase,ala_B_c + atp_c + pant__R_c <-> amp_c + h_c + pnto__R_c + ppi_c
PAPA120pp,S_Glycerophospholipid_Metabolism,"Phosphatidate phosphatase (periplasmic, n-C12:0)",h2o_p + pa120_p <-> 12dgr120_p + pi_p
PAPA140,S_Glycerophospholipid_Metabolism,Phosphatidate phosphatase (n-C14:0),h2o_c + pa140_c <-> 12dgr140_c + pi_c
PAPA140pp,S_Glycerophospholipid_Metabolism,"Phosphatidate phosphatase (periplasmic, n-C14:0)",h2o_p + pa140_p <-> 12dgr140_p + pi_p
PAPA141pp,S_Glycerophospholipid_Metabolism,"Phosphatidate phosphatase (periplasmic, n-C14:1)",h2o_p + pa141_p <-> 12dgr141_p + pi_p
PAPA160,S_Glycerophospholipid_Metabolism,Phosphatidate phosphatase (n-C16:0),h2o_c + pa160_c <-> 12dgr160_c + pi_c
PAPA180,S_Glycerophospholipid_Metabolism,Phosphatidate phosphatase (n-C18:0),h2o_c + pa180_c <-> 12dgr180_c + pi_c
PAPA180pp,S_Glycerophospholipid_Metabolism,"Phosphatidate phosphatase (periplasmic, n-C18:0)",h2o_p + pa180_p <-> 12dgr180_p + pi_p
PAPA181pp,S_Glycerophospholipid_Metabolism,"Phosphatidate phosphatase (periplasmic, n-C18:1)",h2o_p + pa181_p <-> 12dgr181_p + pi_p
PAPSR,S_Cysteine_Metabolism,Phosphoadenylyl-sulfate reductase (thioredoxin),paps_c + trdrd_c <-> 2.0 h_c + pap_c + so3_c + trdox_c
PDE1,S_Nucleotide_Salvage_Pathway,"3',5'-cyclic-nucleotide phosphodiesterase",camp_c + h2o_c <-> amp_c + h_c
PDX5PO2,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Pyridoxine 5'-phosphate oxidase (anaerboic,nad_c + pdx5p_c <-> h_c + nadh_c + pydx5p_c
PDX5PS,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Pyridoxine 5'-phosphate synthase,dxyl5p_c + nad_c + phthr_c <-> co2_c + h_c + 2.0 h2o_c + nadh_c + pdx5p_c + pi_c
PE141abcpp,S_Transport__Inner_Membrane,"Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)",atp_c + h2o_c + pe141_c <-> adp_c + h_c + pi_c + pe141_p
PE160abcpp,S_Transport__Inner_Membrane,"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)",atp_c + h2o_c + pe160_c <-> adp_c + h_c + pi_c + pe160_p
PE161abcpp,S_Transport__Inner_Membrane,"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",atp_c + h2o_c + pe161_c <-> adp_c + h_c + pi_c + pe161_p
PEAMNtex,S_Transport__Outer_Membrane_Porin,Phenethylamine transport via diffusion (extracellular to periplasm),peamn_e <-> peamn_p
PETNT181pp,S_Lipopolysaccharide_Biosynthesis__Recycling,Phosphoethanolamine transferase (c-C16:1),lipa_p + pe181_p <-> 12dgr181_p + enlipa_p
PFK,S_GlycolysisGluconeogenesis,Phosphofructokinase,atp_c + f6p_c <-> adp_c + fdp_c + h_c
PG120abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)",atp_c + h2o_c + pg120_c <-> adp_c + h_c + pi_c + pg120_p
PG140abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)",atp_c + h2o_c + pg140_c <-> adp_c + h_c + pi_c + pg140_p
PG161abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)",atp_c + h2o_c + pg161_c <-> adp_c + h_c + pi_c + pg161_p
PG181abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)",atp_c + h2o_c + pg181_c <-> adp_c + h_c + pi_c + pg181_p
PGAMT,S_Cell_Envelope_Biosynthesis,Phosphoglucosamine mutase,gam1p_c <-> gam6p_c
PGCD,S_Glycine_and_Serine_Metabolism,Phosphoglycerate dehydrogenase,3pg_c + nad_c <-> 3php_c + h_c + nadh_c
PGI,S_GlycolysisGluconeogenesis,Glucose-6-phosphate isomerase,g6p_c <-> f6p_c
PGL,S_Pentose_Phosphate_Pathway,6-phosphogluconolactonase,6pgl_c + h2o_c <-> 6pgc_c + h_c
PGLYCP,S_Alternate_Carbon_Metabolism,Phosphoglycolate phosphatase,2pglyc_c + h2o_c <-> glyclt_c + pi_c
PGP160abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)",atp_c + h2o_c + pgp160_c <-> adp_c + h_c + pi_c + pgp160_p
PGP161abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)",atp_c + h2o_c + pgp161_c <-> adp_c + h_c + pi_c + pgp161_p
PGP180abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)",atp_c + h2o_c + pgp180_c <-> adp_c + h_c + pi_c + pgp180_p
PGP181abcpp,S_Transport__Inner_Membrane,"Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)",atp_c + h2o_c + pgp181_c <-> adp_c + h_c + pi_c + pgp181_p
PGPP120pp,S_Glycerophospholipid_Metabolism,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",h2o_p + pgp120_p <-> pg120_p + pi_p
PGPP140,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol phosphate phosphatase (n-C14:0),h2o_c + pgp140_c <-> pg140_c + pi_c
PGPP140pp,S_Glycerophospholipid_Metabolism,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",h2o_p + pgp140_p <-> pg140_p + pi_p
PGPP141pp,S_Glycerophospholipid_Metabolism,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)",h2o_p + pgp141_p <-> pg141_p + pi_p
PGPP160,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol phosphate phosphatase (n-C16:0),h2o_c + pgp160_c <-> pg160_c + pi_c
PGPP161,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol phosphate phosphatase (n-C16:1),h2o_c + pgp161_c <-> pg161_c + pi_c
PGPP161pp,S_Glycerophospholipid_Metabolism,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)",h2o_p + pgp161_p <-> pg161_p + pi_p
PGPP180,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol phosphate phosphatase (n-C18:0),h2o_c + pgp180_c <-> pg180_c + pi_c
PGSA140,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol synthase (n-C14:0),cdpdtdecg_c + glyc3p_c <-> cmp_c + h_c + pgp140_c
PGSA141,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol synthase (n-C14:1),cdpdtdec7eg_c + glyc3p_c <-> cmp_c + h_c + pgp141_c
PGSA160,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol synthase (n-C16:0),cdpdhdecg_c + glyc3p_c <-> cmp_c + h_c + pgp160_c
PGSA181,S_Glycerophospholipid_Metabolism,Phosphatidylglycerol synthase (n-C18:1),cdpdodec11eg_c + glyc3p_c <-> cmp_c + h_c + pgp181_c
PHEMEtiex,S_Transport__Outer_Membrane,Protoheme transport irreversible out via diffusion (periplasm to extracellular),pheme_p <-> pheme_e
PHETA1,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism,Phenylalanine transaminase,akg_c + phe__L_c <-> glu__L_c + phpyr_c
PHYTSpp,S_Alternate_Carbon_Metabolism,Phytase (periplasm),6.0 h2o_p + minohp_p <-> inost_p + 6.0 pi_p
PItex,S_Transport__Outer_Membrane_Porin,Phosphate transport via diffusion (extracellular to periplasm),pi_e <-> pi_p
PIuabcpp,S_Inorganic_Ion_Transport_and_Metabolism,"Phosphate transport via ABC system (uptake, periplasm)",atp_c + h2o_c + pi_p <-> adp_c + h_c + 2.0 pi_c
PLIPA1A120pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)",h2o_p + pa120_p <-> 2ddecg3p_p + ddca_p
PLIPA1E120pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)",h2o_p + pe120_p <-> 2agpe120_p + ddca_p + h_p
PLIPA1E140pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)",h2o_p + pe140_p <-> 2agpe140_p + h_p + ttdca_p
PLIPA1E160pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)",h2o_p + pe160_p <-> 2agpe160_p + h_p + hdca_p
PLIPA1G140pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm)",h2o_p + pg140_p <-> 2agpg140_p + h_p + ttdca_p
PLIPA1G141pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm)",h2o_p + pg141_p <-> 2agpg141_p + h_p + ttdcea_p
PLIPA1G180pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylglycerol, n-C18:0) (periplasm)",h2o_p + pg180_p <-> 2agpg180_p + h_p + ocdca_p
PLIPA1G181pp,S_Glycerophospholipid_Metabolism,"Phospholipase A1 (phosphatidylglycerol, n-C18:1) (periplasm)",h2o_p + pg181_p <-> 2agpg181_p + h_p + ocdcea_p
PLIPA2A120pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)",h2o_p + pa120_p <-> 1ddecg3p_p + ddca_p + h_p
PLIPA2A140pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidate, n-C14:0) (periplasm)",h2o_p + pa140_p <-> 1tdecg3p_p + h_p + ttdca_p
PLIPA2A141pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidate, n-C14:1) (periplasm)",h2o_p + pa141_p <-> 1tdec7eg3p_p + h_p + ttdcea_p
PLIPA2A161pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidate, n-C16:1) (periplasm)",h2o_p + pa161_p <-> 1hdec9eg3p_p + h_p + hdcea_p
PLIPA2A180pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidate, n-C18:0) (periplasm)",h2o_p + pa180_p <-> 1odecg3p_p + h_p + ocdca_p
PLIPA2A181pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)",h2o_p + pa181_p <-> 1odec11eg3p_p + h_p + ocdcea_p
PLIPA2E160pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)",h2o_p + pe160_p <-> 1agpe160_p + h_p + hdca_p
PLIPA2E161pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)",h2o_p + pe161_p <-> 1agpe161_p + h_p + hdcea_p
PLIPA2E180pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)",h2o_p + pe180_p <-> 1agpe180_p + h_p + ocdca_p
PLIPA2G120pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)",h2o_p + pg120_p <-> 1agpg120_p + ddca_p + h_p
PLIPA2G140pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm)",h2o_p + pg140_p <-> 1agpg140_p + h_p + ttdca_p
PLIPA2G161pp,S_Glycerophospholipid_Metabolism,"Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)",h2o_p + pg161_p <-> 1agpg161_p + h_p + hdcea_p
PMDPHT,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Pyrimidine phosphatase,5aprbu_c + h2o_c <-> 4r5au_c + pi_c
PNTK,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Pantothenate kinase,atp_c + pnto__R_c <-> 4ppan_c + adp_c + h_c
PNTOt4pp,S_Transport__Inner_Membrane,Pantothenate sodium symporter (periplasm),na1_p + pnto__R_p <-> na1_c + pnto__R_c
POX,S_Oxidative_Phosphorylation,Pyruvate oxidase,h2o_c + pyr_c + q8_c <-> ac_c + co2_c + q8h2_c
PPALtex,S_Transport__Outer_Membrane_Porin,Propanal transport via diffusion (extracellular to periplasm),ppal_e <-> ppal_p
PPALtpp,S_Transport__Inner_Membrane,Propanal transport via channel (periplasm),ppal_c <-> ppal_p
PPBNGS,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Porphobilinogen synthase,2.0 5aop_c <-> h_c + 2.0 h2o_c + ppbng_c
PPC,S_Anaplerotic_Reactions,Phosphoenolpyruvate carboxylase,co2_c + h2o_c + pep_c <-> h_c + oaa_c + pi_c
PPCDC,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Phosphopantothenoylcysteine decarboxylase,4ppcys_c + h_c <-> co2_c + pan4p_c
PPCK,S_Anaplerotic_Reactions,Phosphoenolpyruvate carboxykinase,atp_c + oaa_c <-> adp_c + co2_c + pep_c
PPCSCT,S_Alternate_Carbon_Metabolism,Propanoyl-CoA: succinate CoA-transferase,ppcoa_c + succ_c <-> ppa_c + succoa_c
PPNDH,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism,Prephenate dehydratase,h_c + pphn_c <-> co2_c + h2o_c + phpyr_c
PPPGO3,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Protoporphyrinogen oxidase (anaerobic),3.0 fum_c + pppg9_c <-> ppp9_c + 3.0 succ_c
PPPNDO,S_Alternate_Carbon_Metabolism,Phenylpropanoate Dioxygenase,h_c + nadh_c + o2_c + pppn_c <-> cechddd_c + nad_c
PPPNtex,S_Transport__Outer_Membrane_Porin,3-phenylpropionate transport via diffusion (extracellular to periplasm),pppn_e <-> pppn_p
PPS,S_GlycolysisGluconeogenesis,Phosphoenolpyruvate synthase,atp_c + h2o_c + pyr_c <-> amp_c + 2.0 h_c + pep_c + pi_c
PRAGSr,S_Purine_and_Pyrimidine_Biosynthesis,Phosphoribosylglycinamide synthase,atp_c + gly_c + pram_c <-> adp_c + gar_c + h_c + pi_c
PRAIS,S_Purine_and_Pyrimidine_Biosynthesis,Phosphoribosylaminoimidazole synthase,atp_c + fpram_c <-> adp_c + air_c + 2.0 h_c + pi_c
PRAIi,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism,Phosphoribosylanthranilate isomerase (irreversible),pran_c <-> 2cpr5p_c
PRATPP,S_Histidine_Metabolism,Phosphoribosyl-ATP pyrophosphatase,h2o_c + prbatp_c <-> h_c + ppi_c + prbamp_c
PRFGS,S_Purine_and_Pyrimidine_Biosynthesis,Phosphoribosylformylglycinamidine synthase,atp_c + fgam_c + gln__L_c + h2o_c <-> adp_c + fpram_c + glu__L_c + h_c + pi_c
PROGLYabcpp,S_Transport__Inner_Membrane,L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm),atp_c + h2o_c + progly_p <-> adp_c + h_c + pi_c + progly_c
PROGLYtex,S_Transport__Outer_Membrane_Porin,L-Prolinylglycine transport via diffusion (extracellular to periplasm),progly_e <-> progly_p
